,汽车品牌,二手车价格,新车购入价格,行驶里程,使用时间,车牌所在地,外迁标准1,外迁标准2,变速箱,过户次数,上架时间,超值,急售,0过户,准新车,综合车况,外观检测
293,现代,1.26,9.36,8.32,156,成都,1,1,0,0,3,1,1,1,0,3,0
294,宝骏,2.6,5.92,8.36,51,合肥,0,0,0,1,3,1,0,0,0,3,2
295,标致,1.5,16.37,12.61,174,滁州,1,1,1,1,1,1,1,0,0,1,6
296,北京汽车,1.5,6.55,4.52,101,北京,0,1,0,1,1,1,1,0,0,2,5
297,标致,2.18,10.83,5.54,114,武汉,0,1,0,0,1,0,0,1,0,0,1
298,马自达,1.98,15.41,10.27,161,宁波,0,1,1,3,1,1,0,0,0,2,1
299,五菱汽车,3.0,3.66,1.47,108,哈尔滨,0,0,0,0,3,1,0,1,1,3,0
300,铃木,2.78,6.46,7.45,112,北京,0,1,0,1,1,1,1,0,0,3,0
301,丰田,2.88,11.03,16.15,141,佛山,0,1,1,0,1,1,1,1,0,3,4
302,宝骏,0.95,4.15,11.68,136,成都,0,1,0,2,1,0,1,0,0,3,0
303,东风风神,2.2,10.2,9.26,90,珠海,0,1,1,1,7,1,0,0,0,3,0
304,雪佛兰,2.18,14.64,11.95,140,昆明,0,1,1,0,1,1,0,1,0,1,12
305,马自达,2.58,13.43,13.36,157,佛山,0,1,1,0,1,0,0,1,0,3,0
306,雷诺,1.9,19.52,6.83,119,宁波,0,1,1,0,7,1,0,1,0,3,0
307,北汽幻速,2.2,6.55,9.3,77,保定,0,0,0,0,7,1,0,1,0,3,1
308,铃木,1.2,6.87,12.5,92,南京,0,1,0,0,7,1,0,1,0,1,7
309,吉利汽车,1.68,11.05,15.0,125,佛山,0,1,1,0,1,0,0,1,0,3,0
310,雪佛兰,1.5,12.5,10.44,121,苏州,0,1,0,0,1,1,1,1,0,1,6
311,长安,1.55,4.58,3.47,67,盐城,0,0,0,0,7,1,1,1,0,2,5
312,雪佛兰,1.78,7.9,4.6,107,郑州,0,1,1,0,1,1,0,1,0,1,8
313,江淮,2.5,7.8,13.32,72,东莞,0,0,0,0,7,1,0,1,0,3,0
314,比亚迪,2.5,10.73,9.07,88,深圳,0,0,1,0,7,1,0,1,0,2,2
315,雪铁龙,1.88,11.34,14.01,124,宜宾,0,1,0,2,7,1,0,0,0,2,2
316,别克,1.5,12.29,11.77,156,宁波,1,1,1,0,7,1,0,1,0,3,0
317,广汽吉奥,0.49,5.96,7.26,114,商丘,0,1,0,0,7,1,0,1,0,3,0
318,福特,1.5,14.64,15.45,151,成都,0,1,1,0,7,1,1,1,0,3,4
319,东南,3.0,7.57,5.26,81,宁波,0,1,0,0,7,1,0,1,0,3,0
320,东南,0.95,7.17,12.01,120,荆州,0,1,0,1,7,1,0,0,0,3,1
321,比亚迪,2.18,11.71,9.78,118,成都,0,1,0,0,1,1,1,1,0,3,0
322,东南,0.35,6.76,11.6,131,苏州,1,1,0,0,7,1,0,1,0,3,0
323,吉利汽车,1.88,7.49,8.87,101,佛山,0,1,0,1,1,1,1,0,0,3,2
324,福特,1.8,11.38,10.49,115,哈尔滨,0,1,0,5,7,1,0,0,0,3,3
325,别克,3.0,22.13,18.85,143,汕头,0,1,1,1,7,1,0,0,0,1,11
326,一汽,3.0,8.32,10.14,67,天津,0,0,1,0,1,1,1,1,0,3,1
327,奇瑞,2.4,7.29,5.33,67,武汉,0,0,0,0,7,1,1,1,0,3,0
328,铃木,1.68,6.34,9.04,118,佛山,0,1,0,0,1,0,0,1,0,3,0
329,宝骏,2.5,9.1,12.26,78,苏州,0,0,0,0,7,1,0,1,0,3,1
330,雪铁龙,1.8,8.74,14.33,93,成都,0,1,0,0,7,1,1,1,0,1,7
331,铃木,2.1,5.71,5.3,94,佛山,0,1,0,0,1,1,1,1,0,3,3
332,中华,0.7,7.7,17.13,165,昆明,1,1,0,2,7,0,0,0,0,1,13
333,日产,1.68,23.86,17.71,169,广州,1,1,1,1,7,1,0,0,0,3,0
334,丰田,2.2,13.1,15.25,158,北京,0,1,1,1,7,1,0,0,0,3,1
335,长安,2.5,10.31,10.48,93,沈阳,0,1,1,1,7,0,0,0,0,2,5
336,众泰,2.5,7.29,2.32,57,重庆,0,0,0,0,7,0,0,1,0,2,5
337,五菱汽车,2.5,3.87,7.36,53,宁波,0,1,0,0,7,1,0,1,0,3,0
338,江淮,2.5,15.93,1.9,68,北京,0,0,1,0,1,1,1,1,0,3,0
339,别克,1.98,11.04,10.91,104,苏州,0,1,0,0,7,1,0,1,0,3,2
340,奇瑞新能源,2.5,17.19,6.4,74,天津,0,0,1,1,1,0,0,0,0,3,4
341,福特,2.05,15.84,15.99,158,聊城,0,1,1,2,1,1,1,0,0,3,3
342,比亚迪,2.58,8.96,10.25,79,成都,0,0,0,1,1,1,0,0,0,3,3
343,别克,2.58,20.07,16.13,133,南宁,0,1,1,0,7,1,0,1,0,1,11
344,五菱汽车,1.95,3.84,4.32,51,郑州,0,0,0,2,1,1,0,0,0,3,1
345,宝骏,3.0,7.28,8.77,77,青岛,0,0,0,1,7,0,0,0,0,2,4
346,马自达,2.1,15.41,12.47,160,佛山,0,1,1,3,1,1,0,0,0,3,2
347,大众,2.68,14.06,18.69,143,成都,0,1,1,0,1,1,0,1,0,3,0
348,雪佛兰,2.8,14.07,10.26,120,天津,0,1,1,1,7,1,1,0,0,1,8
349,众泰,2.5,18.96,3.24,66,深圳,0,0,1,0,7,1,0,1,0,3,0
350,三菱,1.28,11.97,14.18,165,贵阳,0,1,1,4,7,1,0,0,0,3,2
351,现代,1.18,9.36,15.94,135,青岛,0,1,0,1,7,1,1,0,0,1,9
352,大众,2.98,8.85,11.68,98,福州,0,1,0,0,7,1,0,1,0,1,7
353,奇瑞,0.5,4.36,13.51,138,哈尔滨,0,1,0,2,7,0,0,0,0,1,7
354,福特,1.28,13.44,23.08,173,佛山,1,1,0,1,7,1,0,0,0,1,12
355,纳智捷,2.6,16.26,8.18,86,宁波,0,1,1,1,7,1,0,0,0,3,0
356,吉利汽车,1.58,8.99,7.81,122,沈阳,0,1,0,1,7,1,0,0,0,1,6
357,雪佛兰,2.6,14.86,9.07,101,武汉,0,1,1,0,7,1,0,1,0,2,5
358,斯柯达,2.58,12.87,11.2,120,沈阳,0,1,0,1,7,1,0,0,0,1,10
359,奇瑞,1.18,12.25,5.88,101,商丘,0,0,1,1,7,1,0,0,0,1,7
360,长安,0.6,6.35,12.41,118,潍坊,0,1,0,1,7,1,0,0,0,3,0
361,雪佛兰,2.3,11.36,15.21,115,昆明,0,1,0,1,7,0,0,0,0,1,22
362,雪铁龙,2.0,13.64,16.98,129,昆明,0,1,1,0,7,1,0,1,0,1,8
363,北京汽车,2.2,7.83,6.22,101,哈尔滨,0,1,1,3,7,0,0,0,0,1,10
364,奇瑞,1.58,6.66,8.54,88,桂林,0,0,0,0,7,1,1,1,0,3,2
365,大众,2.6,15.62,11.26,126,郑州,0,1,0,4,7,1,0,0,0,3,2
366,马自达,2.0,20.6,11.81,174,杭州,1,1,1,0,7,1,1,1,0,3,2
367,奇瑞,2.3,6.66,6.54,65,西安,0,0,0,0,7,0,1,1,0,3,0
368,斯柯达,2.88,8.85,12.7,93,成都,0,1,0,0,7,0,0,1,0,3,2
369,标致,2.3,8.83,7.9,85,潍坊,0,1,0,1,7,1,1,0,0,3,0
370,江淮,3.0,13.4,3.34,57,天津,0,0,1,1,7,0,0,0,0,3,0
371,比亚迪,0.88,5.51,6.34,130,东莞,0,1,0,0,7,1,0,1,0,3,0
372,大众,3.0,8.95,8.31,118,贵阳,0,1,0,1,7,0,0,0,0,3,4
373,现代,1.0,9.36,11.19,158,宁波,1,1,0,0,7,1,0,1,0,3,0
374,大众,1.28,11.01,13.97,179,阳江,1,1,1,1,7,1,0,0,0,1,7
375,大众,3.0,12.8,3.46,127,天津,0,1,0,0,7,1,0,1,0,3,1
376,福特,3.0,19.52,18.7,120,广州,0,1,1,0,7,1,1,1,0,3,0
377,丰田,2.18,11.39,13.19,167,西安,1,1,1,1,7,1,1,0,0,1,11
378,奇瑞,0.5,6.44,6.45,143,沈阳,0,1,0,1,7,0,0,0,0,1,6
379,哈弗,2.6,13.43,9.4,95,广州,0,1,0,0,7,1,0,1,0,2,4
380,雪佛兰,1.0,6.76,12.1,129,合肥,0,1,0,1,7,1,0,0,0,3,4
381,雪佛兰,1.9,14.07,11.93,135,北京,0,1,1,0,7,1,0,1,0,1,9
382,斯柯达,3.0,14.35,11.89,112,贵阳,0,1,0,0,7,0,0,1,0,1,7
383,金杯,2.48,6.38,19.47,97,佛山,0,1,0,2,7,1,1,0,0,1,8
384,大众,2.7,13.85,6.62,117,南京,0,1,0,0,7,1,0,1,0,3,1
385,五菱汽车,1.98,4.78,8.8,71,遵义,0,1,0,0,7,1,0,1,0,3,0
386,长安凯程,0.3,4.11,12.64,156,合肥,0,1,0,0,7,1,0,1,0,3,4
387,五菱汽车,2.8,4.88,5.79,53,成都,0,0,0,1,7,1,0,0,0,3,5
388,本田,2.6,11.14,6.79,138,北京,0,1,0,0,7,1,1,1,0,3,5
389,吉利汽车,2.2,8.32,8.51,79,无锡,0,0,0,0,7,1,0,1,0,3,0
390,北汽新能源,3.0,16.57,1.37,66,深圳,0,0,1,0,7,0,0,1,0,3,0
391,力帆汽车,1.5,9.87,7.71,83,凉山,0,0,1,2,7,0,0,0,0,1,7
392,纳智捷,2.0,29.09,18.66,118,青岛,0,1,1,1,7,1,1,0,0,3,1
393,现代,2.0,7.71,7.43,106,济南,0,1,0,0,3,1,1,1,0,3,0
394,雪佛兰,1.38,6.76,10.58,105,新余,0,1,0,1,7,1,1,0,0,3,3
395,别克,2.0,17.94,13.5,132,大连,0,1,1,5,7,1,1,0,0,1,9
396,海马,1.8,12.35,18.42,140,宁波,0,1,0,1,7,1,0,0,0,3,0
397,海马,3.0,8.95,11.79,67,池州,0,0,0,0,7,1,1,1,0,3,0
398,东风风行,1.98,6.98,10.72,87,成都,0,0,0,0,7,1,1,1,0,3,4
399,东风风行,1.98,6.98,17.68,95,佛山,0,1,0,1,7,1,1,0,0,1,6
400,奇瑞,0.78,5.92,11.67,129,成都,1,1,0,0,3,1,1,1,0,3,0
401,五菱汽车,1.7,5.3,13.51,113,成都,1,1,0,0,3,1,1,1,0,3,0
402,大众,2.2,10.51,12.14,125,成都,0,1,0,0,3,1,1,1,0,1,6
403,中华,2.0,9.68,3.85,129,沈阳,0,1,1,0,3,0,0,1,0,3,1
404,雪佛兰,0.78,7.81,9.79,152,郑州,0,1,0,2,3,0,0,0,0,3,0
405,标致,3.0,11.04,8.4,84,成都,0,1,0,0,3,0,0,1,0,3,3
406,起亚,3.0,11.97,6.85,107,宁波,0,1,0,0,3,1,0,1,0,3,0
407,荣威,2.0,9.35,7.55,102,郑州,0,1,0,0,3,0,0,1,0,3,0
408,日产,2.7,8.95,16.4,125,大连,0,1,0,0,3,1,0,1,0,2,4
409,雪佛兰,2.5,14.07,15.19,98,宁波,0,1,1,0,3,1,0,1,0,3,0
410,瑞风汽车,3.0,7.28,9.77,83,蚌埠,0,1,0,1,3,1,0,0,0,3,0
411,东南,1.0,8.32,12.14,113,合肥,0,1,0,0,3,1,1,1,0,3,2
412,东风风行,1.5,8.89,10.19,94,苏州,0,0,0,1,3,1,0,0,0,2,2
413,日产,2.5,11.55,19.43,120,北京,0,1,0,0,3,0,0,1,0,1,6
414,斯柯达,2.1,14.28,13.82,162,成都,1,1,1,0,3,1,1,1,0,3,0
415,日产,2.6,9.68,11.06,109,哈尔滨,0,1,0,2,3,1,0,0,0,3,4
416,日产,2.0,26.03,10.33,168,成都,1,1,1,0,3,1,1,1,0,3,0
417,日产,2.58,26.03,13.19,171,西安,0,1,1,2,7,1,1,0,0,1,7
418,吉利汽车,1.58,8.01,5.77,92,合肥,0,1,0,0,3,1,1,1,0,3,1
419,比亚迪,1.9,6.35,4.15,91,成都,0,0,0,0,3,1,0,1,0,3,0
420,吉利汽车,2.98,6.14,6.65,70,郑州,0,0,0,1,3,1,0,0,0,3,0
421,现代,1.6,12.49,17.71,161,长沙,0,1,1,1,3,1,0,0,0,3,2
422,长城,1.8,6.77,12.35,90,泰安,0,1,0,1,3,1,0,0,0,2,5
423,斯柯达,2.0,8.23,14.53,129,成都,0,1,0,1,3,0,1,0,0,3,4
424,福特,1.38,15.17,5.81,176,西安,1,1,1,0,7,1,1,1,0,1,10
425,别克,1.8,27.44,19.24,169,长春,0,1,1,0,3,1,0,1,0,1,10
426,现代,2.66,19.95,22.29,96,合肥,0,1,1,0,3,1,0,1,0,3,4
427,起亚,1.8,10.82,11.65,139,大连,0,1,0,0,3,1,0,1,0,3,0
428,金杯,2.2,7.03,14.88,87,武汉,0,1,0,0,3,1,1,1,0,3,0
429,五菱汽车,1.08,4.2,9.71,126,沈阳,0,1,0,1,3,1,0,0,0,1,6
430,北京汽车,1.0,6.55,6.8,102,泰安,0,0,0,4,3,0,0,0,0,3,2
431,北汽新能源,2.6,16.56,7.96,49,深圳,0,0,1,0,3,1,0,1,0,3,0
432,菲亚特,2.5,14.47,10.41,116,西安,0,1,1,4,7,1,1,0,0,3,5
433,日产,2.6,14.16,11.75,132,郑州,0,1,0,0,3,1,0,1,0,1,7
434,海马,2.0,5.61,5.99,78,佛山,0,0,0,0,3,1,1,1,0,3,0
435,东风小康,3.0,3.22,6.7,41,北京,0,1,0,0,3,1,0,1,0,2,2
436,荣威,0.68,26.46,10.14,171,合肥,1,1,1,0,3,1,0,1,0,3,2
437,别克,3.0,12.09,6.54,101,江门,0,1,1,0,3,1,0,1,0,3,0
438,吉利汽车,1.5,8.32,15.88,81,贺州,0,1,0,0,3,1,0,1,0,3,0
439,雪佛兰,2.7,6.66,2.98,67,苏州,0,0,0,0,3,1,1,1,0,3,0
440,宝骏,2.88,5.19,5.03,35,合肥,0,0,1,0,3,1,0,1,0,3,0
441,标致,3.0,24.93,14.4,129,济南,1,1,1,2,3,0,0,0,0,3,5
442,大众,2.3,11.85,9.92,154,蚌埠,1,1,1,6,7,1,0,0,0,1,11
443,五菱汽车,1.9,4.36,3.67,75,茂名,0,0,0,0,3,1,0,1,0,3,2
444,五菱汽车,3.0,4.82,4.41,24,深圳,0,0,0,1,3,0,0,0,0,3,5
445,别克,0.8,13.33,22.41,178,青岛,1,1,1,2,3,0,0,0,0,1,6
446,别克,1.76,11.25,9.39,132,成都,0,1,0,0,3,1,1,1,0,1,6
447,起亚,2.5,19.95,14.45,134,上海,0,1,1,0,3,1,0,1,0,1,7
448,别克,1.25,12.8,11.99,162,成都,0,1,1,1,3,1,0,0,0,3,0
449,斯柯达,2.3,10.07,8.94,131,淮安,0,1,0,2,3,1,0,0,0,3,0
450,别克,1.4,12.29,9.37,158,本溪,1,1,1,2,7,1,0,0,0,1,11
451,比亚迪,1.2,3.95,5.15,80,沈阳,0,1,0,2,7,1,0,0,0,3,0
452,启辰,1.8,7.17,12.12,108,天津,0,1,0,0,7,1,1,1,0,1,7
453,起亚,3.0,8.96,11.28,101,郑州,0,1,1,0,7,1,0,1,0,2,5
454,中华,1.8,6.86,8.3,101,哈尔滨,0,1,0,1,7,1,0,0,0,3,2
455,铃木,2.8,5.83,4.51,88,沈阳,0,0,0,0,7,0,0,1,0,2,5
456,东风风行,2.2,7.39,9.31,69,佛山,0,0,0,0,7,1,0,1,0,3,2
457,起亚,1.6,11.34,12.92,114,南京,0,1,1,0,7,0,0,1,0,2,4
458,五菱汽车,2.1,5.51,9.0,87,沈阳,0,1,0,0,7,1,0,1,0,2,2
459,五菱汽车,2.7,4.25,4.98,52,唐山,0,0,0,1,3,0,1,0,0,1,8
460,雪佛兰,1.0,5.92,12.76,117,宁波,0,1,0,2,7,1,0,0,0,3,0
461,力帆汽车,2.5,7.17,4.38,66,东莞,0,0,1,0,60,0,0,1,0,1,8
462,铃木,1.8,6.87,6.64,92,郑州,0,1,0,1,60,1,0,0,0,1,8
463,力帆汽车,1.28,6.86,11.06,91,成都,0,1,0,0,30,1,0,1,0,1,6
464,雪佛兰,1.5,8.53,12.0,118,深圳,0,1,0,0,3,1,0,1,0,1,9
465,日产,2.0,13.22,16.28,161,东莞,1,1,1,0,7,1,0,1,0,3,0
466,众泰,3.0,7.29,4.67,56,郑州,0,0,0,0,60,1,1,1,0,1,6
467,长安,2.08,8.12,6.94,80,郑州,0,0,0,0,30,1,1,1,0,3,1
468,荣威,3.0,20.28,7.79,110,郑州,0,1,1,1,30,1,1,0,0,2,1
469,东风风行,2.0,9.06,10.0,89,青岛,0,1,0,0,3,1,0,1,0,3,5
470,比亚迪,0.4,9.75,11.83,131,南京,0,1,0,0,7,1,0,1,0,3,4
471,东风风行,1.88,7.5,12.33,92,东莞,0,1,0,1,30,1,1,0,0,3,3
472,标致,2.68,12.09,15.04,102,东莞,0,1,1,0,30,1,1,1,0,2,5
473,奇瑞,1.5,10.94,9.13,133,郑州,0,1,1,1,60,0,1,0,0,2,1
474,日产,1.0,8.95,18.59,167,呼和浩特,0,1,0,3,7,1,0,0,0,1,10
475,别克,1.1,23.86,20.57,179,郑州,1,1,1,1,60,0,1,0,0,1,11
476,众泰,0.9,7.51,9.46,107,天津,0,1,0,1,7,1,0,0,0,1,12
477,一汽,1.0,4.79,9.75,123,北京,0,1,0,0,7,1,0,1,0,3,1
478,江淮,2.8,8.84,4.28,86,郑州,0,0,1,0,30,1,1,1,0,1,7
479,五菱汽车,2.2,4.36,8.06,73,曲靖,0,0,0,0,7,1,0,1,0,3,0
480,吉利汽车,3.0,10.2,19.22,72,文山,0,0,1,0,3,1,1,1,0,3,3
481,日产,3.0,17.67,18.85,168,广州,1,1,1,0,3,1,0,1,0,3,3
482,丰田,2.8,15.72,8.64,158,成都,0,1,0,0,15,0,0,1,0,1,11
483,东风,2.0,9.1,17.9,117,东莞,0,1,0,1,60,1,1,0,0,2,4
484,三菱,1.59,21.69,15.2,177,东莞,0,1,1,1,60,1,0,0,0,3,2
485,中华,1.0,6.65,7.3,113,温州,0,1,0,1,60,1,0,0,0,1,12
486,福特,3.0,21.69,8.29,146,北京,0,1,1,0,3,1,1,1,0,1,10
487,雪佛兰,2.0,13.86,7.07,141,宿迁,0,1,1,0,7,1,0,1,0,3,4
488,雪铁龙,2.38,12.39,12.81,123,东莞,0,1,1,0,15,1,1,1,0,2,4
489,大众,3.0,14.16,10.33,152,北京,0,1,0,0,7,1,0,1,0,3,4
490,现代,1.2,11.45,11.21,143,苏州,0,1,0,0,7,1,1,1,0,1,8
491,比亚迪,2.28,11.93,8.88,113,东莞,0,1,1,1,15,1,1,0,0,2,2
492,东风,0.88,4.15,12.13,94,焦作,0,1,0,0,60,1,1,1,0,3,2
493,广汽传祺,2.2,8.11,10.42,84,惠州,0,0,0,0,7,1,1,1,0,3,0
494,三菱,1.5,10.93,15.84,173,东莞,1,1,1,2,7,1,0,0,0,1,11
495,众泰,3.0,10.51,5.87,65,江门,0,0,0,0,30,1,1,1,0,3,5
496,福特,0.88,13.44,21.73,170,清远,1,1,0,2,30,1,1,0,0,2,3
497,众泰,1.8,8.03,11.76,95,惠州,0,1,1,2,7,1,0,0,0,1,9
498,别克,2.0,14.36,9.16,98,泰州,0,1,0,0,7,1,0,1,0,3,4
499,斯柯达,1.6,8.23,10.47,116,呼和浩特,0,1,0,1,7,1,0,0,0,2,2
500,北汽幻速,1.5,6.86,4.93,88,钦州,0,1,0,0,30,1,0,1,0,3,1
501,五菱汽车,1.48,4.98,17.29,93,东莞,0,1,0,1,30,1,1,0,0,2,4
502,起亚,3.0,18.43,15.55,111,深圳,0,1,1,0,30,0,0,1,0,3,0
503,别克,1.1,13.12,12.77,159,郑州,0,1,0,1,60,1,0,0,0,1,7
504,福特,2.6,21.14,17.16,129,泉州,0,1,1,2,60,0,1,0,0,3,4
505,北汽幻速,2.6,6.76,3.19,74,郑州,0,0,1,1,30,1,0,0,0,2,3
506,金杯,2.0,3.86,7.0,63,深圳,0,0,0,0,60,1,0,1,0,3,1
507,东风风光,0.9,6.35,12.1,79,荆州,0,0,0,0,30,0,0,1,0,3,0
508,哈弗,2.0,10.4,9.19,126,东莞,0,1,0,0,7,0,0,1,0,3,0
509,奔腾,2.0,10.93,6.65,125,成都,0,1,0,0,7,0,0,1,0,2,5
510,雪佛兰,2.0,7.08,10.58,81,东莞,0,0,0,0,7,1,0,1,0,1,7
511,日产,2.7,8.95,7.92,102,东莞,0,1,0,0,15,0,0,1,0,3,0
512,长安,0.68,5.93,13.01,143,重庆,0,1,0,2,3,1,1,0,0,3,0
513,大众,3.0,8.93,6.96,69,东莞,0,0,0,0,15,0,0,1,0,3,0
514,别克,0.9,14.31,12.0,173,赣州,1,1,1,3,30,1,0,0,0,1,13
515,起亚,1.88,8.12,5.04,130,厦门,0,1,0,0,3,1,0,1,0,1,6
516,大众,2.8,12.49,10.96,116,东莞,0,1,1,1,7,1,0,0,0,3,0
517,北汽威旺,0.5,3.84,13.14,118,雅安,0,1,0,1,3,1,1,0,0,3,2
518,五菱汽车,2.98,5.19,4.72,70,哈尔滨,0,0,0,3,3,1,1,0,0,2,5
519,本田,1.5,11.14,13.39,168,郑州,1,1,0,0,3,1,0,1,0,1,11
520,吉利汽车,2.36,8.01,7.12,71,东莞,0,0,0,1,30,1,0,0,0,3,0
521,吉利汽车,1.58,8.99,5.19,120,郑州,0,1,0,0,15,1,1,1,0,1,6
522,SWM斯威汽车,2.98,10.1,3.43,55,河池,0,0,0,0,7,1,1,1,0,2,3
523,东风风行,1.5,8.12,15.16,81,东莞,0,0,0,1,3,1,0,0,0,3,0
524,长安,1.5,4.89,12.23,99,郑州,0,1,0,0,60,1,0,1,0,2,3
525,东风风行,2.58,7.29,7.09,44,常德,0,0,0,1,15,1,1,0,0,2,5
526,长安凯程,0.6,3.53,9.97,123,成都,0,1,0,4,3,0,0,0,0,2,1
527,众泰,0.5,6.46,10.48,114,成都,0,1,0,0,15,1,0,1,0,1,5
528,宝骏,2.8,9.1,6.11,69,东莞,0,0,0,0,30,1,0,1,0,1,6
529,日产,2.28,14.58,30.57,123,郑州,0,1,0,2,3,0,0,0,0,3,0
530,东风风光,1.38,4.99,12.56,83,东莞,0,1,0,0,60,1,0,1,0,3,1
531,三菱,2.5,21.69,7.54,178,郑州,1,1,1,0,30,1,1,1,0,1,11
532,众泰,2.98,9.27,8.54,77,成都,0,0,0,1,3,1,0,0,0,3,0
533,金龙,2.68,6.49,10.21,58,郑州,0,0,0,0,30,1,1,1,0,3,2
534,福特,1.3,12.46,11.87,126,赣州,0,1,0,0,15,0,0,1,0,3,0
535,福特,1.88,14.64,10.32,160,成都,0,1,1,0,3,1,0,1,0,1,10
536,五菱汽车,2.2,6.86,7.19,84,茂名,0,0,0,0,7,0,0,1,0,3,0
537,长安,3.0,9.79,1.6,99,成都,0,1,1,0,3,1,1,1,0,2,5
538,奔腾,2.55,9.68,7.14,86,长春,0,1,0,0,3,1,0,1,0,3,1
539,铃木,2.6,8.53,6.91,123,东莞,0,1,0,0,7,0,0,1,0,3,0
540,雪佛兰,2.7,7.08,7.5,73,成都,0,1,0,2,7,1,1,0,0,1,15
541,奇瑞,1.68,10.2,10.12,106,成都,0,1,0,2,7,0,0,0,0,3,2
542,别克,2.98,24.75,19.91,136,清远,0,1,1,4,3,1,1,0,0,3,0
543,奇瑞,1.0,6.44,18.9,131,东莞,1,1,0,2,60,1,0,0,0,1,8
544,大众,2.68,10.25,12.04,107,东莞,0,1,0,0,15,1,1,1,0,3,3
545,别克,2.0,15.92,13.59,116,杭州,0,1,1,0,3,1,1,1,0,2,3
546,本田,2.8,15.39,14.36,140,郑州,0,1,0,2,30,1,1,0,0,1,9
547,雪佛兰,1.2,9.37,8.56,133,上海,0,1,1,0,3,1,0,1,0,1,8
548,荣威,2.5,15.17,3.6,100,成都,0,1,1,0,7,1,0,1,0,3,0
549,大众,2.2,11.01,8.97,179,成都,1,1,1,2,3,0,1,0,0,2,4
550,荣威,1.98,7.89,7.59,95,焦作,0,1,0,0,3,1,1,1,0,2,3
551,长安跨越,2.5,4.62,3.14,34,东莞,0,0,0,0,3,0,0,1,0,3,0
552,标致,2.0,11.55,6.3,116,贵阳,0,1,1,0,3,0,0,1,0,2,1
553,大众,3.0,11.87,12.41,101,郑州,0,1,1,0,3,1,0,1,0,1,10
554,江淮,2.3,7.07,16.69,76,成都,0,0,0,0,3,1,0,1,0,1,11
555,铃木,1.7,11.34,11.2,154,成都,0,1,0,1,3,1,0,0,0,3,0
556,比亚迪,1.8,11.71,9.47,110,承德,0,1,0,3,3,1,1,0,0,3,2
557,华泰,1.5,19.19,13.06,149,松原,1,1,1,2,3,0,1,0,0,3,1
558,江淮,2.0,7.8,6.92,92,合肥,0,1,0,0,3,1,0,1,0,3,0
559,福特,2.0,12.5,13.46,109,深圳,0,1,0,0,3,1,0,1,0,2,1
560,福特,2.4,12.5,9.16,95,新乡,0,1,0,2,3,0,0,0,0,1,7
561,奇瑞,2.2,10.2,4.69,103,宿迁,0,1,0,1,3,1,0,0,0,2,3
562,本田,1.7,11.14,21.46,134,南京,0,1,0,0,3,0,0,1,0,1,23
563,吉利汽车,2.98,8.32,7.98,71,梧州,0,0,0,0,3,1,0,1,0,3,0
564,标致,1.2,11.03,11.84,145,上海,0,1,1,0,3,1,0,1,0,3,4
565,大众,2.7,8.85,8.33,86,青岛,0,0,0,2,3,0,0,0,0,1,6
566,哈弗,2.58,12.07,11.01,91,东莞,0,1,0,1,3,1,0,0,0,3,0
567,马自达,2.7,13.43,14.55,133,东莞,0,1,1,0,3,0,0,1,0,3,0
568,雪铁龙,2.75,17.56,5.84,155,北京,0,1,1,0,3,0,0,1,0,1,14
569,奇瑞,1.8,8.64,8.84,101,芜湖,0,1,0,0,3,1,0,1,0,3,4
570,东南,2.5,8.12,3.67,58,揭阳,0,0,0,2,3,1,0,0,0,1,6
571,荣威,1.88,16.26,7.24,114,厦门,0,1,1,0,3,1,1,1,0,3,3
572,福特,1.6,12.24,15.05,108,郑州,0,1,0,1,3,1,0,0,0,1,15
573,北京汽车,1.2,7.17,18.37,93,北京,0,1,0,0,3,1,0,1,0,3,0
574,海马,0.6,6.97,22.22,161,潍坊,1,1,0,1,3,0,0,0,0,1,12
575,启辰,2.1,7.8,6.48,115,天津,0,1,0,0,3,0,0,1,0,1,6
576,现代,2.0,11.45,5.54,132,深圳,0,1,1,0,3,1,0,1,0,3,2
577,比亚迪,2.5,9.76,10.02,101,成都,0,1,0,1,3,1,0,0,0,3,0
578,日产,3.0,8.95,9.46,115,沈阳,0,1,0,0,3,1,0,1,0,3,0
579,标致,1.7,10.83,9.37,118,东莞,0,1,0,0,7,0,0,1,0,3,0
580,福特,1.6,10.83,7.19,115,黄山,0,1,0,0,3,1,1,1,0,3,1
581,五菱汽车,3.0,4.5,6.93,41,深圳,0,0,0,0,3,1,0,1,0,1,6
582,长安,1.25,3.85,6.52,95,成都,0,1,0,1,3,1,0,0,0,3,0
583,现代,1.9,11.34,8.15,150,临沂,0,1,1,0,3,1,1,1,0,3,4
584,丰田,3.0,24.94,24.89,180,沈阳,1,1,1,0,3,1,0,1,0,1,10
585,开瑞,3.0,3.6,3.51,39,芜湖,0,0,0,0,3,1,0,1,0,3,0
586,大众,2.5,8.96,10.93,121,成都,0,1,0,0,3,1,0,1,0,1,10
587,奇瑞,0.8,8.11,18.24,123,苏州,0,1,0,0,3,0,0,1,0,1,7
588,金杯,2.5,3.79,7.92,30,成都,0,0,0,0,3,0,0,1,0,1,7
589,雪佛兰,1.8,9.16,8.32,124,成都,0,1,0,0,3,1,0,1,0,1,6
590,长安,1.65,5.1,5.7,95,佛山,0,1,0,1,3,1,1,0,0,1,13
591,大众,2.65,20.82,13.22,157,北京,0,1,1,1,3,1,0,0,0,1,6
